Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review,review_length,Sentiment,Cleaned_Review
269,The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,"We arrived and placed our order at 3:30, but it took a whole 45 minutes for the first item to be delivered. The gnocchi pesto pasta was disappointing, with the gnocchi resembling mush and lacking any texture. Our order of ratatouille was more akin to mixed vegetables, rather than the traditional dish. Thankfully, the drinks were nice, providing a solitary redeeming factor. A mix-up occurred where our gnocchi pasta was initially delivered to the wrong table, then subsequently brought to us. This was an unacceptable mistake. Overall, Farmhouse used to be a quality restaurant, but its standards have evidently declined. Sadly, I don't see it making a comeback. It's done.",110,Positive,arrived placed order took whole minute first item delivered gnocchi pesto pasta disappointing gnocchi resembling mush lacking texture order ratatouille akin mixed vegetable rather traditional dish thankfully drink nice providing solitary redeeming factor mixup occurred gnocchi pasta initially delivered wrong table subsequently brought unacceptable mistake overall farmhouse used quality restaurant standard evidently declined sadly dont see making comeback done
270,The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,"Usually, this dish is made in a tomato based gravy. We have been buying this from the last 2 years from this restaurant. Atleast once a month. This was the first time that the dish was bad. Seems like they ran out of the tomato gravy so just sent roasted veggies. Disappointing.",52,Positive,usually dish made tomato based gravy buying last year restaurant atleast month first time dish bad seems like ran tomato gravy sent roasted veggie disappointing
271,The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,food is awfully ,3,Positive,food awfully
272,The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,We keep coming back here because of the food and the ambience. This place is kid-friendly and the staff is very courteous. ,22,Positive,keep coming back food ambience place kidfriendly staff courteous
273,The Farmhouse Kitchen & Bakery,3.5,"Cafe, Italian, Continental, Healthy Food, Beverages, Desserts","1,200",bangalore,Nice place with soothing ambience . the staff were courteous and humble. We had Margherita pizza with BLT Sandwitch + mango milkshake + brownie with ice cream. shakes were ok but overpriced. BLT Sandwitch portion size was good but it was dry to the pallate. The brownie prepared had just right balance of sugar. loved it and must try. Overall price for above menu costed between Rs 1700 - Rs 1900.Cheers !,72,Positive,nice place soothing ambience staff courteous humble margherita pizza blt sandwitch mango milkshake brownie ice cream shake overpriced blt sandwitch portion size good dry pallate brownie prepared right balance sugar loved must try overall price menu costed cheer
274,Secret Spot Cafe,4.0,"Cafe, Coffee, Sandwich, Burger, Italian, Fast Food, Desserts, Beverages",700,bangalore,"Worst ever experience in Bangalore, peri peri fries were just red chilli fries, pasta had a weird taste, the staff didn’t know anything.",23,Positive,worst ever experience bangalore peri peri fry red chilli fry pasta weird taste staff didnt know anything
275,Secret Spot Cafe,4.0,"Cafe, Coffee, Sandwich, Burger, Italian, Fast Food, Desserts, Beverages",700,bangalore,There was cockroach on the sofa and it came on the table as well.,14,Positive,cockroach sofa came table well
276,HumbleBean Coffee,4.0,"Cafe, Coffee, Beverages, Bakery, Desserts, Healthy Food, ",650,bangalore,"Hello HumbleBean Coffee, It's my humble request to change the name of Orissa(old) to Odisha(new) since it's been a decade the name has gotten a new touch yet many people aren't aware of it. Kudos to your wonderful team and the ambience is fabulous. In the home blend section, the part where you mentioned Koraput coffee under Orissa(old), please do change it to Odisha. 🤜🤛 let's Humbleeee!!!",67,Positive,hello humblebean coffee humble request change name orissaold odishanew since decade name gotten new touch yet many people arent aware kudos wonderful team ambience fabulous home blend section part mentioned koraput coffee orissaold please change odisha let humbleeee
277,The Coffee House,4.0,"Cafe, North Indian, Fast Food, South Indian, Street Food, Beverages, Desserts",600,bangalore,good ,1,Positive,good
278,Fresh Pressery Cafe,4.2,"Cafe, Healthy Food, Fast Food, Sandwich, Beverages, Desserts","1,400",bangalore,the taste of the acai bowl was horrible ,8,Positive,taste acai bowl horrible
279,Fresh Pressery Cafe,4.2,"Cafe, Healthy Food, Fast Food, Sandwich, Beverages, Desserts","1,400",bangalore,Got the wrong order,4,Positive,got wrong order
280,TROT - The Republic Of Taste,,"Cafe, Coffee, Beverages, Salad, Mexican, Desserts",450,bangalore,"value for money , good quantity and quality, best packaging, ",10,Positive,value money good quantity quality best packaging
281,Ciciana,3.7,"Cafe, Coffee, Italian, Fast Food, Salad, Desserts, Beverages","1,200",bangalore,"We ordered Sloppy Joe chicken burger, chicken club sandwich and Vietnamese coffee. Rating the food for the convenience of the fellow foodies:Sloppy Joe: For all the spicy food lovers, this is recommended as it is amazingly good but bit on the spicer side. (Image attached🍔)Chicken Club Sandwich: It has non spicy and mild taste. I recommend this to all the sandwich lovers. It is huge and tasty. Good to satisfy the hunger of two. (Forgot to capture the picture as I was too hungry😅)Vietnamese coffee: Needs Improvement, nothing like the real vietnamese coffee. Bit bitter.",95,Positive,ordered sloppy joe chicken burger chicken club sandwich vietnamese coffee rating food convenience fellow foodiessloppy joe spicy food lover recommended amazingly good bit spicer side image attachedchicken club sandwich non spicy mild taste recommend sandwich lover huge tasty good satisfy hunger two forgot capture picture hungryvietnamese coffee need improvement nothing like real vietnamese coffee bit bitter
282,Ciciana,3.7,"Cafe, Coffee, Italian, Fast Food, Salad, Desserts, Beverages","1,200",bangalore,"Packaging was different, didn’t like the new packaging",8,Positive,packaging different didnt like new packaging
283,Ciciana,3.7,"Cafe, Coffee, Italian, Fast Food, Salad, Desserts, Beverages","1,200",bangalore,I visited this pretty Italian restaurant to catchup with a friend. The interiors are quite aesthetic and they have a separate smoking sitting area. We started with some shakes and mocktails which were nice. Then we had the farmhouse pizza which was loaded with veggies and tasted pretty good. We were in a hurry and couldn’t try any more items but their desserts also looked quite tempting. The service was also good.,72,Positive,visited pretty italian restaurant catchup friend interior quite aesthetic separate smoking sitting area started shake mocktails nice farmhouse pizza loaded veggie tasted pretty good hurry couldnt try item dessert also looked quite tempting service also good
284,Blue Tokai Coffee Roasters,4.3,"Cafe, Coffee, Healthy Food, Beverages, Desserts, American, Burger, Sandwich","1,200",bangalore,"as always the packaging was very hygienic with sustainable material,food was hearty but the rating is because for me the mustard was a bit more in the wrap which was making it more tangy than needed.",36,Positive,always packaging hygienic sustainable materialfood hearty rating mustard bit wrap making tangy needed
285,The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,Perfect place for pet lovers . I mean this place has definitely got that cute vibe where you cannot sit idle you will just keep enjoying the vibe and the pets around the food is delicious with multi cuisine servedWide menu allows to choose fromIt’s one place for everythingToy shopPet clinic and a pet cafeJust loved it must visit,59,Positive,perfect place pet lover mean place definitely got cute vibe sit idle keep enjoying vibe pet around food delicious multi cuisine servedwide menu allows choose fromits one place everythingtoy shoppet clinic pet cafejust loved must visit
286,The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,I have been passing this area for quite sometimes and I always wanted to visit.First I have cats with me so I feel like this is a good place to groom my cats and the food look delicious and I am right about it….Nikita has helped me understand a lot about the in and outs of the grooming area and they even have their own consultation doctor..they have a cafe as well…and I really enjoy my Vietnamese drinks….it’s so yum…I feel like this would  be a good place to wait if you take your pets for grooming…Ajit was the best person to connect with food…and everyone have the most friendliest character..I will come and visit soon,116,Positive,passing area quite sometimes always wanted visitfirst cat feel like good place groom cat food look delicious right itnikita helped understand lot out grooming area even consultation doctorthey cafe welland really enjoy vietnamese drinksits yumi feel like would good place wait take pet groomingajit best person connect foodand everyone friendliest characteri come visit soon
287,The Pet People Cafe,4.1,"Cafe, Beverages, American, Italian, Asian, Desserts, Bakery, Coffee","1,200",bangalore,"The staff was friendly and welcoming, and my dog was treated like a VIP. We tried the orange drink, coffee, latte, veg rolls, Japanese fried rice, and basil noodles, and everything was delicious. The cafe also has a wide variety of pet toys, food, and veterinary services, so it's a great one-stop shop for pet lovers.",56,Positive,staff friendly welcoming dog treated like vip tried orange drink coffee latte veg roll japanese fried rice basil noodle everything delicious cafe also wide variety pet toy food veterinary service great onestop shop pet lover
288,Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,taste was not good ckn is very less qry ,9,Positive,taste good ckn less qry
289,Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,It was that great,4,Positive,great
290,Haru Asian Bistro,3.9,"Cafe, Coffee, Japanese, Thai, Chinese, Sushi, Korean, Beverages","1,000",bangalore,Received the wrong order and was unable to reach the restaurant,11,Positive,received wrong order unable reach restaurant
291,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,"My visit to 2.0 Drinks Cafe was nothing short of fantastic. The ambience, delicious food, and delightful drinks made it a memorable outing. I highly recommend this cafe to anyone looking for a place to relax, enjoy good company, and indulge in scrumptious meals. I'll definitely be coming back for more of their mouthwatering offerings!",55,Positive,visit drink cafe nothing short fantastic ambience delicious food delightful drink made memorable outing highly recommend cafe anyone looking place relax enjoy good company indulge scrumptious meal ill definitely coming back mouthwatering offering
292,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,I order paneer tikka pizza and mango milkshake from the 2.0 drink. I got my one of the best experience. It is value for money,25,Positive,order paneer tikka pizza mango milkshake drink got one best experience value money
